term_id,source_term,id_ID,scope,status,note
"O012-TERM-0317","homological algebra","aljabar homologis","homological_algebra","admitted","the algebra of complexes exact sequences and derived invariants; retain the established korantai and kohomologi vocabulary"
"O012-TERM-0318","algebraic Mayer--Vietoris theorem","teorema Mayer--Vietoris aljabar","homological_algebra","admitted","the long-exact-sequence theorem for a short exact sequence of complexes"
"O012-TERM-0319","Snake Lemma","Lema Ular","homological_algebra","admitted","capitalize the conventional theorem name and retain Lema rather than translating the animal metaphor away"
"O012-TERM-0320","diagram chase","pengejaran diagram","homological_algebra","admitted","elementwise proof technique using commutativity and exactness; all element types and map directions must remain explicit"
"O012-TERM-0321","naturality","kealamian","category_theory","admitted","use for compatibility of the induced construction with morphisms; state the commutative square or cube that witnesses it"
"O012-TERM-0322","splicing exact sequences","penyambungan barisan eksak","homological_algebra","admitted","joining the overlapping six-term sequences in consecutive degrees into one long exact sequence"
"O012-TERM-0323","relative cohomology","kohomologi relatif","homological_algebra","admitted","cohomology of the relative cochain complex of a pair; keep the chosen subobject explicit"
"O012-TERM-0324","reduced cohomology","kohomologi tereduksi","homological_algebra","admitted","relative cohomology with respect to a specified basepoint in the Roberts Delta-set convention"
"O012-TERM-0325","pointed Delta-set","himpunan-Delta bertitik dasar","simplicial_topology","admitted","a Delta-set equipped with a specified zero-simplex; do not erase the basepoint data"
"O012-TERM-0326","quasi-isomorphism","kuasi-isomorfisma","homological_algebra","admitted","a morphism of complexes inducing an isomorphism on cohomology in every degree"
"O012-TERM-0327","Five Lemma","Lema Lima","homological_algebra","admitted","capitalize the conventional lemma name and keep it distinct from the previously admitted Lema Ular"
"O012-TERM-0328","cohomological Euler characteristic","karakteristik Euler kohomologis","algebraic_topology","admitted","alternating sum of cohomology dimensions when the finiteness hypotheses make the sum defined"
"O012-TERM-0329","singular simplex","simpleks singular","algebraic_topology","admitted","a continuous map from a standard simplex into the space"
"O012-TERM-0330","singular cochain complex","kompleks korantai singular","homological_algebra","admitted","function-valued cochains on singular simplices with the alternating-face coboundary"
"O012-TERM-0331","singular cohomology","kohomologi singular","algebraic_topology","admitted","cohomology of the singular cochain complex"
"O012-TERM-0332","relative singular cochain complex","kompleks korantai singular relatif","homological_algebra","admitted","kernel of restriction from singular cochains on X to those on A"
"O012-TERM-0333","cochain homotopy","homotopi korantai","homological_algebra","admitted","degree-minus-one map witnessing that two cochain maps induce the same map in cohomology"
"O012-TERM-0334","prism operator","operator prisma","algebraic_topology","admitted","signed chain homotopy obtained from the standard prism triangulation"
"O012-TERM-0335","finite coproduct cohomology","kohomologi koproduk hingga","algebraic_topology","admitted","binary or finite disjoint-union decomposition with connected simplex domain"
"O012-TERM-0336","Stokes theorem","Teorema Stokes","differential_topology","admitted","requires the regularity needed up to the simplex boundary for the displayed integral identity"
"O012-TERM-0337","left splitting","pembelahan kiri","homological_algebra","admitted","a retraction of an injective map yielding an explicit direct-sum decomposition"
"O012-TERM-0338","reduced degree-zero cohomology","kohomologi tereduksi derajat nol","algebraic_topology","admitted","canonical cokernel of constant functions; distinguish it from a basepoint-dependent kernel model"
"O012-TERM-0339","small singular chain complex","kompleks rantai singular kecil","algebraic_topology","admitted","subcomplex generated by singular simplices lying in one member of the chosen cover"
"O012-TERM-0340","small singular cochain complex","kompleks korantai singular kecil","algebraic_topology","admitted","dual of the small-chain subcomplex rather than a generally invalid zero-extension subcomplex"
"O012-TERM-0341","barycentric subdivision","subdivisi barisentris","algebraic_topology","admitted","iterated subdivision used with a Lebesgue number to make singular chains cover-small"
"O012-TERM-0342","chain-homotopy equivalence","ekuivalensi homotopi rantai","homological_algebra","admitted","chain maps inverse up to chain homotopy"
"O012-TERM-0343","Mayer--Vietoris long exact sequence","barisan eksak panjang Mayer--Vietoris","algebraic_topology","admitted","long exact sequence constructed from a two-set open cover and its restriction-difference complex"
"O012-TERM-0344","sphere cohomology","kohomologi sfera","algebraic_topology","admitted","use sfera for S^n and reserve bola for an open or closed ball"
"O012-TERM-0345","excision","eksisi","algebraic_topology","admitted","cohomological map follows the inclusion of pairs contravariantly"
"O012-TERM-0346","cohomological dimension invariance","invariansi dimensi melalui kohomologi","algebraic_topology","admitted","detection arguments must choose a nonzero coefficient ring"
"O012-TERM-0347","relative-cohomology quotient isomorphism","isomorfisma kohomologi relatif--hasil bagi","algebraic_topology","admitted","the quotient map induces the contravariant quotient-to-relative arrow"
"O012-TERM-0348","infinite-wedge cohomology","kohomologi baji tak berhingga","algebraic_topology","admitted","state nonempty indexing and closed well-pointed hypotheses used by the quotient proof"
"O012-TERM-0349","singular--simplicial cochain comparison","pembandingan korantai singular--simpleksial","algebraic_topology","admitted","restriction runs from singular cochains to Delta-set cochains"
"O012-TERM-0350","well-pointed space","ruang bertitik dasar baik","algebraic_topology","admitted","basepoint is closed and a deformation retract of an open neighborhood in this edition"
"O012-TERM-0351","CW pair","pasangan CW","algebraic_topology","admitted","a pair whose subspace is a CW subcomplex; keep functor domains explicit"
"O012-TERM-0352","Eilenberg--Steenrod cohomology theory","teori kohomologi Eilenberg--Steenrod","algebraic_topology","admitted","contravariant theory on the homotopy category of CW pairs with exactness excision additivity and dimension axioms"
"O012-TERM-0353","Milnor exact sequence","barisan eksak Milnor","algebraic_topology","admitted","used with the skeletal inverse system and its derived-limit term"
"O012-TERM-0354","derived inverse limit","limit invers terturunkan","homological_algebra","admitted","write the conventional symbol lim^1 alongside the Indonesian phrase"
"O012-TERM-0355","cell attachment map","peta pelekatan sel","algebraic_topology","admitted","map from a boundary sphere into the previous CW skeleton"
"O012-TERM-0356","free self-map","fungsi-diri bebas","algebraic_topology","admitted","continuous self-map with no fixed point"
"O012-TERM-0357","Brouwer fixed-point theorem","teorema titik tetap Brouwer","algebraic_topology","admitted","retain the proper name and use titik tetap for fixed point"
"O012-TERM-0358","real-closed field","medan tertutup-real","algebra","admitted","hyphenation distinguishes the compound mathematical property"
"O012-TERM-0359","fundamental theorem of algebra","teorema dasar aljabar","algebra","admitted","the monic nonconstant complex-polynomial root theorem in Unit 30"
"O012-TERM-0360","tangent vector field","medan vektor tangen","differential_topology","admitted","distinguish the tangent fibre from the ambient unit-sphere target used in the proof"
"O012-TERM-0361","dot product","hasil kali titik","linear_algebra","admitted","Euclidean inner product in the coordinate tangency check"
"O012-TERM-0362","degree of a map","derajat pemetaan","algebraic_topology","admitted","defined here by the scalar action on reduced top cohomology"
"O012-TERM-0363","antipodal map","peta antipodal","algebraic_topology","admitted","map x to -x on a sphere"
"O012-TERM-0364","monoid homomorphism","homomorfisma monoid","algebra","admitted","degree sends composition to multiplication"
"O012-TERM-0365","hairy sphere theorem","teorema sfera berbulu","algebraic_topology","admitted","use sfera rather than bola because the theorem concerns S^n"
